fips2010,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,metro_code,areaname,median_income,county,cousub,countyname,county_town_name,pop2010,acs_2017_2,state_alpha,fmr_type,metro,fmr_pct_chg,fmr_dollar_chg
105399999,513,528,606,797,825,1,NCNTY01053N01053,"Escambia County, AL",42800,53,99999,Escambia County,Escambia County,38319,621,AL,40,0,-0.02415458937,-15
105599999,494,497,661,829,972,1,METRO23460M23460,"Gadsden, AL MSA",54100,55,99999,Etowah County,Etowah County,104430,716,AL,40,1,-0.07681564246,-55
105799999,483,528,606,851,857,1,NCNTY01057N01057,"Fayette County, AL",45800,57,99999,Fayette County,Fayette County,17241,621,AL,40,0,-0.02415458937,-15
105999999,483,519,606,760,857,1,NCNTY01059N01059,"Franklin County, AL",47300,59,99999,Franklin County,Franklin County,31704,621,AL,40,0,-0.02415458937,-15
106199999,531,535,695,934,1090,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",52200,61,99999,Geneva County,Geneva County,26790,656,AL,40,1,0.05945121951,39
106399999,483,483,606,854,857,1,NCNTY01063N01063,"Greene County, AL",28500,63,99999,Greene County,Greene County,9045,621,AL,40,0,-0.02415458937,-15
106599999,599,660,805,1034,1096,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",61500,65,99999,Hale County,Hale County,15760,782,AL,40,1,0.02941176471,23
106799999,538,554,636,797,1120,1,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",58300,67,99999,Henry County,Henry County,17302,621,AL,40,1,0.02415458937,15
106999999,531,535,695,934,1090,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",52200,69,99999,Houston County,Houston County,101547,656,AL,40,1,0.05945121951,39
107199999,399,517,625,784,851,1,NCNTY01071N01071,"Jackson County, AL",47900,71,99999,Jackson County,Jackson County,53227,644,AL,40,0,-0.02950310559,-19
107399999,692,768,882,1176,1315,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",71000,73,99999,Jefferson County,Jefferson County,658466,866,AL,40,1,0.01847575058,16
107599999,483,523,606,854,857,1,NCNTY01075N01075,"Lamar County, AL",42900,75,99999,Lamar County,Lamar County,14564,621,AL,40,0,-0.02415458937,-15
107799999,526,529,669,887,1110,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",57500,77,99999,Lauderdale County,Lauderdale County,92709,673,AL,40,1,-0.005943536404,-4
107999999,443,523,669,873,926,1,METRO19460M19460,"Decatur, AL MSA",58700,79,99999,Lawrence County,Lawrence County,34339,640,AL,40,1,0.0453125,29
108199999,557,633,827,1107,1339,1,METRO12220M12220,"Auburn-Opelika, AL MSA",66900,81,99999,Lee County,Lee County,140247,798,AL,40,1,0.03634085213,29
108399999,521,603,717,966,1263,1,METRO26620M26620,"Huntsville, AL MSA",78700,83,99999,Limestone County,Limestone County,82782,746,AL,40,1,-0.03887399464,-29
108599999,588,691,829,1055,1451,1,METRO33860M33860,"Montgomery, AL MSA",62900,85,99999,Lowndes County,Lowndes County,11299,822,AL,40,1,0.008515815085,7
108799999,453,456,606,871,1012,1,NCNTY01087N01087,"Macon County, AL",42800,87,99999,Macon County,Macon County,21452,621,AL,40,0,-0.02415458937,-15
108999999,521,603,717,966,1263,1,METRO26620M26620,"Huntsville, AL MSA",78700,89,99999,Madison County,Madison County,334811,746,AL,40,1,-0.03887399464,-29
109199999,483,498,606,881,1067,1,NCNTY01091N01091,"Marengo County, AL",48000,91,99999,Marengo County,Marengo County,21027,621,AL,40,0,-0.02415458937,-15
109399999,453,456,606,804,953,1,NCNTY01093N01093,"Marion County, AL",43900,93,99999,Marion County,Marion County,30776,621,AL,40,0,-0.02415458937,-15
109599999,468,471,623,845,849,1,NCNTY01095N01095,"Marshall County, AL",52700,95,99999,Marshall County,Marshall County,93019,621,AL,40,0,0.003220611916,2
109799999,679,683,840,1102,1276,1,METRO33660M33660,"Mobile, AL MSA",59800,97,99999,Mobile County,Mobile County,412992,892,AL,40,1,-0.05829596413,-52
109999999,483,528,606,774,941,1,NCNTY01099N01099,"Monroe County, AL",42000,99,99999,Monroe County,Monroe County,23068,621,AL,40,0,-0.02415458937,-15
110199999,588,691,829,1055,1451,1,METRO33860M33860,"Montgomery, AL MSA",62900,101,99999,Montgomery County,Montgomery County,229363,822,AL,40,1,0.008515815085,7
110399999,443,523,669,873,926,1,METRO19460M19460,"Decatur, AL MSA",58700,103,99999,Morgan County,Morgan County,119490,640,AL,40,1,0.0453125,29
110599999,513,528,606,854,857,1,NCNTY01105N01105,"Perry County, AL",32000,105,99999,Perry County,Perry County,10591,621,AL,40,0,-0.02415458937,-15
110799999,451,456,606,822,825,1,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",44100,107,99999,Pickens County,Pickens County,19746,621,AL,40,1,-0.02415458937,-15
110999999,502,505,606,823,825,1,NCNTY01109N01109,"Pike County, AL",49200,109,99999,Pike County,Pike County,32899,654,AL,40,0,-0.07339449541,-48
111199999,452,491,621,887,978,1,NCNTY01111N01111,"Randolph County, AL",49100,111,99999,Randolph County,Randolph County,22913,662,AL,40,0,-0.06193353474,-41
111399999,621,685,823,1142,1450,1,METRO17980M17980,"Columbus, GA-AL MSA",56000,113,99999,Russell County,Russell County,52947,777,AL,40,1,0.0592020592,46
111599999,692,768,882,1176,1315,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",71000,115,99999,St. Clair County,St. Clair County,83593,866,AL,40,1,0.01847575058,16
111799999,692,768,882,1176,1315,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",71000,117,99999,Shelby County,Shelby County,195085,866,AL,40,1,0.01847575058,16
111999999,538,541,720,903,981,1,NCNTY01119N01119,"Sumter County, AL",37500,119,99999,Sumter County,Sumter County,13763,736,AL,40,0,-0.02173913043,-16
112199999,471,474,630,855,878,1,NCNTY01121N01121,"Talladega County, AL",48400,121,99999,Talladega County,Talladega County,82291,675,AL,40,0,-0.06666666667,-45
112399999,513,526,606,857,974,1,NCNTY01123N01123,"Tallapoosa County, AL",52100,123,99999,Tallapoosa County,Tallapoosa County,41616,621,AL,40,0,-0.02415458937,-15
112599999,599,660,805,1034,1096,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",61500,125,99999,Tuscaloosa County,Tuscaloosa County,194656,782,AL,40,1,0.02941176471,23
112799999,502,505,655,828,979,1,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",51700,127,99999,Walker County,Walker County,67023,641,AL,40,1,0.02184087363,14
112999999,497,497,624,785,882,1,NCNTY01129N01129,"Washington County, AL",50600,129,99999,Washington County,Washington County,17581,621,AL,40,0,0.004830917874,3
113199999,483,528,606,854,857,1,NCNTY01131N01131,"Wilcox County, AL",34500,131,99999,Wilcox County,Wilcox County,11670,621,AL,40,0,-0.02415458937,-15
113399999,453,456,606,881,1009,1,NCNTY01133N01133,"Winston County, AL",43700,133,99999,Winston County,Winston County,24484,621,AL,40,0,-0.02415458937,-15
201399999,751,915,1051,1318,1431,2,NCNTY02013N02013,"Aleutians East Borough, AK",67400,13,99999,Aleutians East Borough,Aleutians East Borough,3141,1077,AK,40,0,-0.02414113278,-26
201699999,1038,1224,1628,2041,2505,2,NCNTY02016N02016,"Aleutians West Census Area, AK",94300,16,99999,Aleutians West Census Area,Aleutians West Census Area,5561,1691,AK,40,0,-0.0372560615,-63
202099999,923,1035,1337,1945,2355,2,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",99500,20,99999,Anchorage Municipality,Anchorage Municipality,291826,1293,AK,40,1,0.03402938902,44
205099999,1058,1290,1481,1857,2017,2,NCNTY02050N02050,"Bethel Census Area, AK",52600,50,99999,Bethel Census Area,Bethel Census Area,17013,1464,AK,40,0,0.01161202186,17
206099999,892,949,1248,1610,1700,2,NCNTY02060N02060,"Bristol Bay Borough, AK",94900,60,99999,Bristol Bay Borough,Bristol Bay Borough,997,1244,AK,40,0,0.003215434084,4
206899999,1042,1130,1458,1840,2244,2,NCNTY02068N02068,"Denali Borough, AK",102900,68,99999,Denali Borough,Denali Borough,1826,1579,AK,40,0,-0.07663077897,-121
207099999,1013,1046,1201,1663,1848,2,NCNTY02070N02070,"Dillingham Census Area, AK",60500,70,99999,Dillingham Census Area,Dillingham Census Area,4847,1192,AK,40,0,0.00755033557,9
209099999,873,1029,1368,1990,2409,2,METRO21820M21820,"Fairbanks, AK MSA",93000,90,99999,Fairbanks North Star Borough,Fairbanks North Star Borough,97581,1267,AK,40,1,0.07971586425,101
210099999,704,858,985,1247,1516,2,NCNTY02100N02100,"Haines Borough, AK",73200,100,99999,Haines Borough,Haines Borough,2508,1007,AK,40,0,-0.02184707051,-22
210599999,535,650,839,1139,1143,2,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",70700,105,99999,Hoonah-Angoon Census Area,Hoonah-Angoon Census Area,2150,861,AK,40,0,-0.02555168409,-22
211099999,910,1072,1426,2039,2512,2,NCNTY02110N02110,"Juneau City and Borough, AK",104900,110,99999,Juneau City and Borough,Juneau City and Borough,31275,1466,AK,40,0,-0.0272851296,-40
212299999,814,819,1082,1403,1595,2,NCNTY02122N02122,"Kenai Peninsula Borough, AK",82900,122,99999,Kenai Peninsula Borough,Kenai Peninsula Borough,55400,1113,AK,40,0,-0.02785265049,-31
213099999,801,944,1255,1649,2210,2,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",87400,130,99999,Ketchikan Gateway Borough,Ketchikan Gateway Borough,13477,1317,AK,40,0,-0.04707668945,-62
215099999,898,924,1061,1543,1738,2,NCNTY02150N02150,"Kodiak Island Borough, AK",84400,150,99999,Kodiak Island Borough,Kodiak Island Borough,13592,1096,AK,40,0,-0.03193430657,-35
215899999,659,804,923,1157,1257,2,NCNTY02158N02158,Kusilvak Census Area,41500,158,99999,Kusilvak Census Area,Kusilvak Census Area,7459,971,AK,40,0,-0.04943357364,-48
216499999,629,752,881,1105,1356,2,NCNTY02164N02164,"Lake and Peninsula Borough, AK",57700,164,99999,Lake and Peninsula Borough,Lake and Peninsula Borough,1631,910,AK,40,0,-0.03186813187,-29
217099999,740,835,1111,1616,1957,2,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",92000,170,99999,Matanuska-Susitna Borough,Matanuska-Susitna Borough,88995,1041,AK,40,1,0.06724303554,70
218099999,970,1285,1521,1907,2072,2,NCNTY02180N02180,"Nome Census Area, AK",50900,180,99999,Nome Census Area,Nome Census Area,9492,1582,AK,40,0,-0.03855878635,-61
218599999,926,1028,1180,1598,2040,2,NCNTY02185N02185,"North Slope Borough, AK",83200,185,99999,North Slope Borough,North Slope Borough,9430,1231,AK,40,0,-0.04142973193,-51
218899999,1080,1111,1276,1732,1738,2,NCNTY02188N02188,"Northwest Arctic Borough, AK",64000,188,99999,Northwest Arctic Borough,Northwest Arctic Borough,7523,1262,AK,40,0,0.01109350238,14
219599999,692,816,1085,1360,1670,2,NCNTY02195N02195,"Petersburg Census Area, AK",88300,195,99999,Petersburg Census Area,Petersburg Census Area,3815,1060,AK,40,0,0.02358490566,25
219899999,790,795,1032,1294,1406,2,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",65500,198,99999,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,5559,1062,AK,40,0,-0.02824858757,-30
222099999,903,1007,1261,1753,2221,2,NCNTY02220N02220,"Sitka City and Borough, AK",91700,220,99999,Sitka City and Borough,Sitka City and Borough,8881,1278,AK,40,0,-0.01330203443,-17
223099999,965,1090,1351,1965,2079,2,NCNTY02230N02230,"Skagway Municipality, AK",85000,230,99999,Skagway Municipality,Skagway Municipality,968,1414,AK,40,0,-0.04455445545,-63
224099999,872,1030,1220,1775,2149,2,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",77600,240,99999,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,7029,1223,AK,40,0,-0.002452984464,-3
226199999,835,898,1194,1497,1838,2,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",95000,261,99999,Valdez-Cordova Census Area,Valdez-Cordova Census Area,9636,1139,AK,40,0,0.04828797191,55
227599999,718,723,962,1223,1480,2,NCNTY02275N02275,"Wrangell City and Borough, AK",70600,275,99999,Wrangell City and Borough,Wrangell City and Borough,2369,1010,AK,40,0,-0.04752475248,-48
228299999,799,841,1118,1402,1721,2,NCNTY02282N02282,"Yakutat City and Borough, AK",84800,282,99999,Yakutat City and Borough,Yakutat City and Borough,662,1182,AK,40,0,-0.05414551607,-64
229099999,613,617,789,1033,1390,2,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",50600,290,99999,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,5588,789,AK,40,0,0,0
400199999,508,595,697,998,1206,4,NCNTY04001N04001,"Apache County, AZ",35200,1,99999,Apache County,Apache County,71518,681,AZ,40,0,0.0234948605,16
400399999,617,621,779,1133,1372,4,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",58400,3,99999,Cochise County,Cochise County,131346,747,AZ,40,1,0.04283801874,32
400599999,782,920,1129,1446,1719,4,METRO22380M22380,"Flagstaff, AZ MSA",75100,5,99999,Coconino County,Coconino County,134421,1037,AZ,40,1,0.08871745419,92
400799999,643,647,861,1090,1173,4,NCNTY04007N04007,"Gila County, AZ",49900,7,99999,Gila County,Gila County,53597,801,AZ,40,0,0.07490636704,60
400999999,595,650,785,1142,1354,4,NCNTY04009N04009,"Graham County, AZ",57400,9,99999,Graham County,Graham County,37220,737,AZ,40,0,0.06512890095,48
401199999,530,531,700,878,953,4,NCNTY04011N04011,"Greenlee County, AZ",60700,11,99999,Greenlee County,Greenlee County,8437,681,AZ,40,0,0.02790014684,19
401299999,568,571,760,953,1140,4,NCNTY04012N04012,"La Paz County, AZ",43800,12,99999,La Paz County,La Paz County,20489,719,AZ,40,0,0.05702364395,41
401399999,684,815,1013,1474,1697,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",69100,13,99999,Maricopa County,Maricopa County,3817117,944,AZ,40,1,0.07309322034,69
401599999,564,626,797,1145,1264,4,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",49600,15,99999,Mohave County,Mohave County,200186,762,AZ,40,1,0.04593175853,35
401799999,572,575,722,969,1118,4,NCNTY04017N04017,"Navajo County, AZ",49200,17,99999,Navajo County,Navajo County,107449,748,AZ,40,0,-0.03475935829,-26
401999999,545,642,854,1242,1463,4,METRO46060M46060,"Tucson, AZ MSA",60600,19,99999,Pima County,Pima County,980263,867,AZ,40,1,-0.01499423299,-13
402199999,684,815,1013,1474,1697,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",69100,21,99999,Pinal County,Pinal County,375770,944,AZ,40,1,0.07309322034,69
402399999,534,535,711,965,968,4,NCNTY04023N04023,"Santa Cruz County, AZ",46600,23,99999,Santa Cruz County,Santa Cruz County,47420,681,AZ,40,0,0.04405286344,30
402599999,665,670,891,1271,1275,4,METRO39140M39140,"Prescott, AZ MSA",61000,25,99999,Yavapai County,Yavapai County,211033,901,AZ,40,1,-0.01109877913,-10
402799999,583,601,800,1164,1409,4,METRO49740M49740,"Yuma, AZ MSA",47000,27,99999,Yuma County,Yuma County,195751,870,AZ,40,1,-0.08045977011,-70
500199999,477,480,634,864,988,5,NCNTY05001N05001,"Arkansas County, AR",48800,1,99999,Arkansas County,Arkansas County,19019,611,AR,40,0,0.03764320786,23
500399999,483,535,633,827,862,5,NCNTY05003N05003,"Ashley County, AR",46300,3,99999,Ashley County,Ashley County,21853,611,AR,40,0,0.03600654664,22
500599999,501,516,686,908,934,5,NCNTY05005N05005,"Baxter County, AR",48700,5,99999,Baxter County,Baxter County,41513,659,AR,40,0,0.04097116844,27
500799999,524,558,723,1039,1273,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",65400,7,99999,Benton County,Benton County,221339,748,AR,40,1,-0.03342245989,-25
500999999,473,476,633,921,1115,5,NCNTY05009N05009,"Boone County, AR",48800,9,99999,Boone County,Boone County,36903,623,AR,40,0,0.01605136437,10
501199999,420,495,659,826,898,5,NCNTY05011N05011,"Bradley County, AR",44100,11,99999,Bradley County,Bradley County,11508,688,AR,40,0,-0.04215116279,-29
501399999,493,563,646,839,941,5,NCNTY05013N05013,"Calhoun County, AR",49200,13,99999,Calhoun County,Calhoun County,5368,622,AR,40,0,0.038585209,24
501599999,489,495,655,850,957,5,NCNTY05015N05015,"Carroll County, AR",48000,15,99999,Carroll County,Carroll County,27446,642,AR,40,0,0.02024922118,13
501799999,483,551,633,921,922,5,NCNTY05017N05017,"Chicot County, AR",36500,17,99999,Chicot County,Chicot County,11800,611,AR,40,0,0.03600654664,22
501999999,473,476,633,862,1020,5,NCNTY05019N05019,"Clark County, AR",53500,19,99999,Clark County,Clark County,22995,611,AR,40,0,0.03600654664,22
502199999,473,476,633,894,922,5,NCNTY05021N05021,"Clay County, AR",46000,21,99999,Clay County,Clay County,16083,611,AR,40,0,0.03600654664,22
502399999,503,506,673,939,1014,5,NCNTY05023N05023,"Cleburne County, AR",55100,23,99999,Cleburne County,Cleburne County,25970,660,AR,40,0,0.0196969697,13
502599999,479,537,691,866,1076,5,METRO38220M38220,"Pine Bluff, AR MSA",47900,25,99999,Cleveland County,Cleveland County,8689,659,AR,40,1,0.04855842185,32
502799999,451,551,633,921,960,5,NCNTY05027N05027,"Columbia County, AR",53700,27,99999,Columbia County,Columbia County,24552,611,AR,40,0,0.03600654664,22
502999999,529,532,708,888,1024,5,NCNTY05029N05029,"Conway County, AR",51700,29,99999,Conway County,Conway County,21273,688,AR,40,0,0.02906976744,20
503199999,493,613,743,1046,1047,5,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",56200,31,99999,Craighead County,Craighead County,96443,735,AR,40,1,0.01088435374,8
503399999,486,524,697,944,1124,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",52900,33,99999,Crawford County,Crawford County,61948,679,AR,40,1,0.0265095729,18
503599999,628,705,833,1136,1316,5,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",64200,35,99999,Crittenden County,Crittenden County,50902,835,AR,40,1,-0.002395209581,-2
503799999,520,523,696,873,948,5,NCNTY05037N05037,"Cross County, AR",49200,37,99999,Cross County,Cross County,17870,670,AR,40,0,0.03880597015,26
503999999,473,476,633,883,886,5,NCNTY05039N05039,"Dallas County, AR",49100,39,99999,Dallas County,Dallas County,8116,611,AR,40,0,0.03600654664,22
504199999,473,476,633,854,922,5,NCNTY05041N05041,"Desha County, AR",39200,41,99999,Desha County,Desha County,13008,611,AR,40,0,0.03600654664,22
504399999,478,481,640,849,872,5,NCNTY05043N05043,"Drew County, AR",48100,43,99999,Drew County,Drew County,18509,618,AR,40,0,0.0355987055,22
504599999,585,676,811,1086,1289,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",66300,45,99999,Faulkner County,Faulkner County,113237,814,AR,40,1,-0.003685503686,-3
504799999,479,483,642,805,935,5,NCNTY05047N05047,"Franklin County, AR",48200,47,99999,Franklin County,Franklin County,18125,611,AR,40,0,0.05073649755,31
504999999,473,476,633,859,862,5,NCNTY05049N05049,"Fulton County, AR",45700,49,99999,Fulton County,Fulton County,12245,611,AR,40,0,0.03600654664,22
505199999,531,580,771,967,1123,5,METRO26300M26300,"Hot Springs, AR MSA",52700,51,99999,Garland County,Garland County,96024,765,AR,40,1,0.007843137255,6
505399999,470,566,650,938,1050,5,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",60100,53,99999,Grant County,Grant County,17853,622,AR,40,1,0.04501607717,28
505599999,514,550,673,901,1099,5,NCNTY05055N05055,"Greene County, AR",54900,55,99999,Greene County,Greene County,42090,658,AR,40,0,0.02279635258,15
505799999,489,504,641,804,873,5,NCNTY05057N05057,"Hempstead County, AR",44000,57,99999,Hempstead County,Hempstead County,22609,613,AR,40,0,0.04567699837,28
505999999,499,554,653,856,1042,5,NCNTY05059N05059,"Hot Spring County, AR",50700,59,99999,Hot Spring County,Hot Spring County,32923,649,AR,40,0,0.006163328197,4
506199999,404,476,633,804,922,5,NCNTY05061N05061,"Howard County, AR",45200,61,99999,Howard County,Howard County,13789,611,AR,40,0,0.03600654664,22
506399999,473,476,633,794,895,5,NCNTY05063N05063,"Independence County, AR",47500,63,99999,Independence County,Independence County,36647,611,AR,40,0,0.03600654664,22
506599999,473,476,633,859,862,5,NCNTY05065N05065,"Izard County, AR",44500,65,99999,Izard County,Izard County,13696,611,AR,40,0,0.03600654664,22
506799999,404,476,633,794,975,5,NCNTY05067N05067,"Jackson County, AR",42100,67,99999,Jackson County,Jackson County,17997,611,AR,40,0,0.03600654664,22
506999999,479,537,691,866,1076,5,METRO38220M38220,"Pine Bluff, AR MSA",47900,69,99999,Jefferson County,Jefferson County,77435,659,AR,40,1,0.04855842185,32
507199999,486,489,651,853,923,5,NCNTY05071N05071,"Johnson County, AR",45100,71,99999,Johnson County,Johnson County,25540,638,AR,40,0,0.02037617555,13
507399999,483,511,633,819,1034,5,NCNTY05073N05073,"Lafayette County, AR",42700,73,99999,Lafayette County,Lafayette County,7645,611,AR,40,0,0.03600654664,22
507599999,494,497,633,849,971,5,NCNTY05075N05075,"Lawrence County, AR",43300,75,99999,Lawrence County,Lawrence County,17415,611,AR,40,0,0.03600654664,22
507799999,473,476,633,874,1029,5,NCNTY05077N05077,"Lee County, AR",37200,77,99999,Lee County,Lee County,10424,611,AR,40,0,0.03600654664,22
507999999,479,537,691,866,1076,5,METRO38220M38220,"Pine Bluff, AR MSA",47900,79,99999,Lincoln County,Lincoln County,14134,659,AR,40,1,0.04855842185,32
508199999,450,476,633,804,918,5,METRO45500N05081,"Little River County, AR HUD Metro FMR Area",49800,81,99999,Little River County,Little River County,13171,611,AR,40,1,0.03600654664,22
508399999,483,551,633,835,908,5,NCNTY05083N05083,"Logan County, AR",44800,83,99999,Logan County,Logan County,22353,611,AR,40,0,0.03600654664,22
508599999,585,676,811,1086,1289,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",66300,85,99999,Lonoke County,Lonoke County,68356,814,AR,40,1,-0.003685503686,-3
508799999,524,558,723,1039,1273,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",65400,87,99999,Madison County,Madison County,15717,748,AR,40,1,-0.03342245989,-25
508999999,440,504,633,801,1115,5,NCNTY05089N05089,"Marion County, AR",45600,89,99999,Marion County,Marion County,16653,611,AR,40,0,0.03600654664,22
509199999,558,627,795,1022,1178,5,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",52200,91,99999,Miller County,Miller County,43462,720,AR,40,1,0.1041666667,75
509399999,486,489,651,840,887,5,NCNTY05093N05093,"Mississippi County, AR",44300,93,99999,Mississippi County,Mississippi County,46480,625,AR,40,0,0.0416,26
509599999,483,495,633,798,1115,5,NCNTY05095N05095,"Monroe County, AR",38100,95,99999,Monroe County,Monroe County,8149,611,AR,40,0,0.03600654664,22
509799999,473,476,633,794,922,5,NCNTY05097N05097,"Montgomery County, AR",44200,97,99999,Montgomery County,Montgomery County,9487,611,AR,40,0,0.03600654664,22
